id,id_ikan,id_komoditas,kode_genus,kode_species,fao_3a_code,fao_taxocode,foto1_filename,foto2_filename,nama_latin,nama_sinonim_latin,nama_umum,nama_inggris,nama_daerah,kelompok_besar,id_kelompok_besar,kelompok_indonesia,kode_kelompok_indonesia,id_kelompok_indonesia,kelompok_inggris,kode_kelompok_inggris,id_kelompok_inggris,kelompok_latin,kode_kelompok_latin,id_kelompok_latin,nama_kelompok_sdi,id_kelompok_sdi,nama_jenis_ikan,id_jenis_ikan,iucn_red_list,jenis_perairan,id_jenis_perairan,jenis_hias,id_jenis_hias,jenis_konsumsi,id_jenis_konsumsi,jenis_pemanfaatan,id_jenis_pemanfaatan,jenis_dilindungi,id_jenis_dilindungi,ket_dilindungi,jenis_dilarang,id_jenis_dilarang,ket_dilarang,status_ikan,id_status_ikan,status_komoditas,id_status_komoditas,source_data,sys_created_date,sys_updated_date,created_at,updated_at
1,"010101020101ALOPEL01970",I010101020101ALOPEL0197000085,Alopias,pelagicus,PTH,1060600602,http://md.kkp.go.id/upload/ikan/fd107bec4a5eaaed6441a46280dcc929.jpg,,Alopias pelagicus,,Hiu tikus,pelagic thresher,"cucut paitan; cucut tikus (lombok); cucut pedang (jakarta); tikusan (cilacap); hiu lancur (bali); hiu monyet; yee tikoh",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Alopias,ALOP,31,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
2,"010101020101ALOPEL12663",I010101020101ALOPEL1266304703,Alopias,Pelagicus,PTH,1060600602,,,Alopias Pelagicus,Alopias Pelagicus,Hiu tikus,pelagic thresher,"cucut paitan; cucut tikus lombok; cucut pedang jakarta; tikusan cilacap; hiu lancur bali; hiu monyet; yee tikoh","0","0",HIU,Hiu,68,SHAR,Shark,144,ALOP,Alopias,31,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,,"0",,"0",Konsumsi,2,YA,1,,TIDAK,2,,Asli,1,Dilindungi,1,REVIEW PAKAR,2021-03-31 07:39:28,,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
3,"010101020101ALOSUP01969",I010101020101ALOSUP0196900088,Alopias,superciliosus,BTH,1060600603,http://md.kkp.go.id/upload/ikan/c39670decd7879fea5c72d127cead827.jpg,,Alopias superciliosus,,Hiu tikus,bigeye thresher,"cucut tikus (lombok); hiu monyet (bali); hiu lancur; paitan (cilacap)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Alopias,ALOP,31,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
4,"010101020101CARCAR01721",I010101020101CARCAR0172100090,Carcharodon,carcharias,WSH,1060800701,,,Carcharodon carcharias,"Squalus carcharias ; Carharodon carcharias ; Squalus caninus ; Carcharias lamia ; Carcharias verus",Hiu putih,white shark,hiu putih,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharodon,CARR,152,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
5,"010101020101CARFAL01735",I010101020101CARFAL0173500162,Carcharhinus,falciformis,FAL,1080201017,http://md.kkp.go.id/upload/ikan/5668ea21a0a3538e3437337bf4e37a0f.png,,Carcharhinus falciformis,,Hiu sutra,silky shark,"munsing (bali); hiu lonjor (lombok); hiu lanyaman; hiu lanyam (jawa); hiu kejen",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
6,"010101020101CARLON01731",I010101020101CARLON0173100093,Carcharhinus,longimanus,OCS,1080201011,http://md.kkp.go.id/upload/ikan/022e164bd2ffd2e8f3569829d1e7ddcc.jpg,,Carcharhinus longimanus,,Hiu sirip putih,oceanic whitetip shark,hiu koboi,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
7,"010101020101RHITYP00394",I010101020101RHITYP0039400095,Rhincodon,typus,RHN,1070500401,,,Rhincodon typus,,Hiu paus,whale shark,"hiu bodoh; hiu geger lintang; hiu totol; hiu bintang",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Rhincodon,RHIC,811,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,"PermenKP No.59/PERMEN-KP/2014, Keputusan Menteri Kelautan dan Perikanan Nomor: 18/KEPMEN-KP/2013",ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
8,"010101020101SPHLEW00217",I010101020101SPHLEW0021700097,Sphyrna,lewini,SPL,1080300506,http://md.kkp.go.id/upload/ikan/e3e6f22244e557f1758d397a98734145.jpg,,Sphyrna lewini,,Hiu kepala martil bergerigi,scalloped hammerhead,,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Sphyrna,SPHY,879,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
9,"010101020101SPHMOK00216",I010101020101SPHMOK0021600099,Sphyrna,mokarran,SPK,1080300510,,,Sphyrna mokarran,,Hiu martil,great hammerhead shark,"hiu caping; hiu topeng; hiu bingkoh",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Sphyrna,SPHY,879,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
10,"010101020101SPHZYG00215",I010101020101SPHZYG0021500101,Sphyrna,zygaena,SPZ,1080300501,,,Sphyrna zygaena,,Hiu martil,smooth hammerhead shark,"hiu caping; hiu topeng; hiu bingkoh",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Sphyrna,SPHY,879,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,YA,1,Appendix II,TIDAK,2,,ASLI,1,Dilindungi,1,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
11,"010101020301ACASOL02018",I010101020301ACASOL0201800103,Acanthocybium,solandri,WAH,1750101001,http://md.kkp.go.id/upload/ikan/648b9906a614a4bb30c20591243c65ec.jpg,,Acanthocybium solandri,,Wahoo,wahoo,"nyunglas;tenggiri banci;",pelagis besar,91,Wahoo,WAHO,222,Wahoo,WAHO,212,Acanthocybium,ACAX,5,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
12,"010101020301ALOVUL01968",I010101020301ALOVUL0196800105,Alopias,vulpinus,ALV,1060600601,http://md.kkp.go.id/upload/ikan/7d951c7380063d190f2243ae000bdcf1.png,,Alopias vulpinus,,Hiu tikus,thresher shark,cucut  tikus,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Alopias,ALOP,31,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,regulasi regional IOTC,TIDAK,2,regulasi regional IOTC,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
13,"010101020301ATEBAL01888",I010101020301ATEBAL0188800109,Atelomycterus,baliensis,,,,,Atelomycterus baliensis,,Hiu tokek,bali catshark,hiu tokek (bali),pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Atelomycterus,ATEL,81,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
14,"010101020301ATEMAR01887",I010101020301ATEMAR0188700107,Atelomycterus,marmoratus,ATY,1080100702,http://md.kkp.go.id/upload/ikan/9371882dcce45ee625a0ce0ba5d0b81d.jpg,,Atelomycterus marmoratus,,Hiu tokek,coral cat shark,"hiu tokek; cucut tokek",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Atelomycterus,ATEL,81,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
15,"010101020301AUXROC01872",I010101020301AUXROC0187200111,Auxis,rochei,BLT,1750102303,http://md.kkp.go.id/upload/ikan/9414a8f5b810972c3c9a0e2860c07532.jpg,,Auxis rochei,,Tongkol lisong,bullet tuna,"lisong; cerutu; curubok; tongkol sirara-gigi anjing",pelagis besar,91,Tongkol,TONG,211,Tuna,TUNA,192,Auxis,AUXI,94,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
16,"010101020301AUXTHA01871",I010101020301AUXTHA0187100113,Auxis,thazard,FRI,1750102301,http://md.kkp.go.id/upload/ikan/edab7ba7e203cd7576d1200465194ea8.jpg,,Auxis thazard,,Tongkol krai,frigate tuna,"deho; tongkol pisang-balaki; tongkol balaki; alalalum",pelagis besar,91,Tongkol,TONG,211,Mackerel,MACK,86,Auxis,AUXI,94,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
17,"010101020301CARALB01744",I010101020301CARALB0174400117,Carcharhinus,albimarginatus,ALS,1080201019,http://md.kkp.go.id/upload/ikan/e25418821200a0f7c8f9f81b22d21691.jpg,,Carcharhinus albimarginatus,,Hiu sonteng,silvertip shark,"hiu sirip perak; hiu lanyam(jawa); hiu plen (bali); hiu sonteng (lombok); cucut lanjaman",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
18,"010101020301CARALT01743",I010101020301CARALT0174300115,Carcharhinus,altimus,CCA,1080201026,http://md.kkp.go.id/upload/ikan/aac90a7105e53d1ff6fab6a8f6f5d149.jpg,,Carcharhinus altimus,,Hiu lanjaman,bignose shark,"hiu merak bulu ( lombok); hiu lonjor; hiu lanyam",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
19,"010101020301CARAMB01740",I010101020301CARAMB0174000119,Carcharhinus,amboinensis,CCF,1080201007,,,Carcharhinus amboinensis,"Carcharias amboinensis ; Carcharias brachyrhynchos ; Triaenodon obtusus ; Carcharhinus ambioensis ; Carcharinus amboinensis",Hiu mongiwa,pigeye shark,"hiu buas (jawa); merak bulu (lombok); hiu lonjor; cucut lanjaman; hiu lanyam (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
20,"010101020301CARAMB01741",I010101020301CARAMB0174100121,Carcharhinus,amblyrhynchos,AML,1080201006,,,Carcharhinus amblyrhynchos,,Hiu lanjaman,blacktail reef shark,"hiu lanyam; merak bulu; hiu lanyam",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
21,"010101020301CARAMB01742",I010101020301CARAMB0174200123,Carcharhinus,amblyrhynchoides,CCY,1080201002,http://md.kkp.go.id/upload/ikan/273463fb104c3c6f30ae3f24ecef77ba.jpg,,Carcharhinus amblyrhynchoides,,Hiu lanjaman,graceful shark,"hiu lanyam; merak bulu; hiu lanyaman (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
22,"010101020301CARBRA01739",I010101020301CARBRA0173900125,Carcharhinus,brachyurus,BRO,1080201020,http://md.kkp.go.id/upload/ikan/d66f7032c395e1f2c42fd46edf1ee7c3.jpg,,Carcharhinus brachyurus,,Hiu tembaga,copper shark,"cucut kebo; hiu merak bulu lombok",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
23,"010101020301CARBRE01738",I010101020301CARBRE0173800127,Carcharhinus,brevipinna,CCB,1080201021,http://md.kkp.go.id/upload/ikan/bb37df9ad47d19bb09692f6619d639ea.jpg,,Carcharhinus brevipinna,,Hiu lanjaman,spinner shark,"hiu lanyam; merak bulu; hiu lanyamhiu plen (bali); hiu lonjor; merak bulu (lombok); cucut lanjaman (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
24,"010101020301CARCAU01737",I010101020301CARCAU0173700129,Carcharhinus,cautus,CCC,1080201010,http://md.kkp.go.id/upload/ikan/f19c3fe71a6b182144bb75473070cbc6.jpg,,Carcharhinus cautus,,Hiu lanjaman,nervous shark,"hiu lanyam; merak bulu; hiu lanyam",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
25,"010101020301CARDUS01736",I010101020301CARDUS0173600131,Carcharhinus,dussumieri,CCD,1080201014,http://md.kkp.go.id/upload/ikan/e2f0ad1fd3ad3b23aa96e367e26ddae3.jpg,,Carcharhinus dussumieri,,Hiu lanjaman,white cheek shark,hiu lanyaman (jawa),pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
26,"010101020301CARFIT01734",I010101020301CARFIT0173400133,Carcharhinus,fitzroyensis,CCZ,1080201015,http://md.kkp.go.id/upload/ikan/dd3ef71facf2e7a2990d1cbd0522ef72.jpg,,Carcharhinus fitzroyensis,,Cucut lanjam,creek whaler,hiu lanjam cilacap,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
27,"010101020301CARLEU01733",I010101020301CARLEU0173300135,Carcharhinus,leucas,CCE,1080201018,http://md.kkp.go.id/upload/ikan/b2f96ba059dbe5e11186edc3926e39c5.jpg,,Carcharhinus leucas,,Hiu banteng,bull shark,"hiu bekeman (jawa); hi buas",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
28,"010101020301CARLIM01732",I010101020301CARLIM0173200137,Carcharhinus,limbatus,CCL,1080201003,http://md.kkp.go.id/upload/ikan/ea7f81526803957b858edaf98d801a53.jpg,,Carcharhinus limbatus,,Hiu sirip hitam,blacktip shark,"hiu kejen; merak bulu (bali); cucut lanjaman;  hiu lanyam (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
29,"010101020301CARMEL01729",I010101020301CARMEL0172900139,Carcharhinus,melanopterus,BLR,1080201005,http://md.kkp.go.id/upload/ikan/227e8d0378605e7ead614a1ed72cc97e.jpg,,Carcharhinus melanopterus,,Hiu karang sirip hitam,blacktip reef shark,"hiu lanjam; kluyu karang (lombok); hiu mada; cucut karang",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
30,"010101020301CAROBS01728",I010101020301CAROBS0172800141,Carcharhinus,obscurus,DUS,1080201016,http://md.kkp.go.id/upload/ikan/f30c2e92da7c17493dce46076e69842a.jpg,,Carcharhinus obscurus,,Hiu lanjaman,dusky shark,"hiu lanjaman; merak bulu (lombok); hiu lanyam (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
31,"010101020301CARPLU01727",I010101020301CARPLU0172700143,Carcharhinus,plumbeus,CCP,1080201001,http://md.kkp.go.id/upload/ikan/bc3cb92c530f024947990342d587aca5.jpg,,Carcharhinus plumbeus,,Hiu teteri,sandbar shark,"hiu teteri (lombok); cucut lanjaman (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
32,"010101020301CARSEA01726",I010101020301CARSEA0172600145,Carcharhinus,sealei,CCI,1080201022,http://md.kkp.go.id/upload/ikan/65eb614f9274e53ef2c341f5a72540d7.jpg,,Carcharhinus sealei,,Hiu lanjaman,blackspot shark,"hiu lanyam; merak bulu; hiu lanyam",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
33,"010101020301CARSIG01725",I010101020301CARSIG0172500147,Carcharhinus,signatus,CCS,1080201023,,,Carcharhinus signatus,"Hypoprion signatus ; Hypoprion longirostris ; Hypoprion bigelowi",Shark,night shark,,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
34,"010101020301CARSOR01724",I010101020301CARSOR0172400149,Carcharhinus,sorrah,CCQ,1080201031,http://md.kkp.go.id/upload/ikan/80f368c5dddfd159d84874bd52a5443d.jpg,,Carcharhinus sorrah,,Hiu merak bulu,spot-tail shark,"mungsing (bali); merak bulu (lombok); cucut lanjaman; lanyam (jawa)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharhinus,CARH,150,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
35,"010101020301CARTAU01723",I010101020301CARTAU0172300151,Carcharias,taurus,CCT,1060200501,,,Carcharias taurus,"Carcharhinus taurus ; Eugomphodus taurus ; Odontaspis taurus ; Odontaspis americanus ; Squalus littoralis",Hiu anjing,grey nurse  shark,hiu anjing,pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Carcharias,CARC,151,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
36,"010101020301CENATR01698",I010101020301CENATR0169800152,Centrophorus,atromarginatus,GVA,1090100810,,,Centrophorus atromarginatus,,Hiu botol,dwarf  gulper shark,"hiu botol (jawa barat); hiu taji (lombok);hiu senget (bali)",pelagis besar,91,Hiu,HIU,68,Shark,SHAR,144,Centrophorus,CENR,164,Pelagis Besar,1,Pisces (ikan bersirip),1,,LAUT,1,NON HIAS,2,KONSUMSI,1,Konsumsi,2,TIDAK,2,,TIDAK,2,,ASLI,1,Tidak dilindungi/dilarang,3,REVIEW PAKAR,2021-01-01 00:00:00,2021-01-01 00:00:00,2024-07-14 22:01:35.303797+07,2024-07-14 22:01:35.303797+07
